run_id,participant,session,trial_index,trial_id,image_file,sample_index,sample_session_s,sample_unix_s,sample_from_image_onset_s,gaze_x_pix,gaze_y_pix,gaze_movement_px,gaze_movement_cumulative_px,screen_width_px,screen_height_px,image_stim_width_units,image_stim_height_units,image_stim_center_x_units,image_stim_center_y_units,units
real_001_s001_2026-05-18_16-38-02-358,001,001,1,P002,wikiart_practice/practice_wikiart_002_untitled_abstract_composition_1964.jpg,1,5.775143,1779115088.134582,0.0,36.0,-394.0,0.0,0.0,2940,1912,0.578473,0.82,0.0,0.0,pix
real_001_s001_2026-05-18_16-38-02-358,001,001,1,P002,wikiart_practice/practice_wikiart_002_untitled_abstract_composition_1964.jpg,2,5.79181,1779115088.151249,0.016667,36.0,-394.0,0.0,0.0,2940,1912,0.578473,0.82,0.0,0.0,pix
real_001_s001_2026-05-18_16-38-02-358,001,001,1,P002,wikiart_practice/practice_wikiart_002_untitled_abstract_composition_1964.jpg,3,5.808477,1779115088.167915,0.033333,36.0,-394.0,0.0,0.0,2940,1912,0.578473,0.82,0.0,0.0,pix
real_001_s001_2026-05-18_16-38-02-358,001,001,1,P002,wikiart_practice/practice_wikiart_002_untitled_abstract_composition_1964.jpg,4,5.825143,1779115088.184582,0.05,36.0,-394.0,0.0,0.0,2940,1912,0.578473,0.82,0.0,0.0,pix
real_001_s001_2026-05-18_16-38-02-358,001,001,1,P002,wikiart_practice/practice_wikiart_002_untitled_abstract_composition_1964.jpg,5,5.84181,1779115088.201249,0.066667,36.0,-394.0,0.0,0.0,2940,1912,0.578473,0.82,0.0,0.0,pix
real_001_s001_2026-05-18_16-38-02-358,001,001,1,P002,wikiart_practice/practice_wikiart_002_untitled_abstract_composition_1964.jpg,6,5.858477,1779115088.217915,0.083333,36.0,-394.0,0.0,0.0,2940,1912,0.578473,0.82,0.0,0.0,pix
real_001_s001_2026-05-18_16-38-02-358,001,001,1,P002,wikiart_practice/practice_wikiart_002_untitled_abstract_composition_1964.jpg,7,5.875143,1779115088.234582,0.1,36.0,-394.0,0.0,0.0,2940,1912,0.578473,0.82,0.0,0.0,pix
real_001_s001_2026-05-18_16-38-02-358,001,001,1,P002,wikiart_practice/practice_wikiart_002_untitled_abstract_composition_1964.jpg,8,5.89181,1779115088.251249,0.116667,36.0,-394.0,0.0,0.0,2940,1912,0.578473,0.82,0.0,0.0,pix
real_001_s001_2026-05-18_16-38-02-358,001,001,1,P002,wikiart_practice/practice_wikiart_002_untitled_abstract_composition_1964.jpg,9,5.908477,1779115088.267915,0.133333,36.0,-394.0,0.0,0.0,2940,1912,0.578473,0.82,0.0,0.0,pix
real_001_s001_2026-05-18_16-38-02-358,001,001,1,P002,wikiart_practice/practice_wikiart_002_untitled_abstract_composition_1964.jpg,10,5.925143,1779115088.284582,0.15,36.0,-394.0,0.0,0.0,2940,1912,0.578473,0.82,0.0,0.0,pix
real_001_s001_2026-05-18_16-38-02-358,001,001,1,P002,wikiart_practice/practice_wikiart_002_untitled_abstract_composition_1964.jpg,11,5.94181,1779115088.301249,0.166667,36.0,-394.0,0.0,0.0,2940,1912,0.578473,0.82,0.0,0.0,pix
real_001_s001_2026-05-18_16-38-02-358,001,001,1,P002,wikiart_practice/practice_wikiart_002_untitled_abstract_composition_1964.jpg,12,5.958477,1779115088.317915,0.183333,36.0,-394.0,0.0,0.0,2940,1912,0.578473,0.82,0.0,0.0,pix
real_001_s001_2026-05-18_16-38-02-358,001,001,1,P002,wikiart_practice/practice_wikiart_002_untitled_abstract_composition_1964.jpg,13,5.975143,1779115088.334582,0.2,36.0,-394.0,0.0,0.0,2940,1912,0.578473,0.82,0.0,0.0,pix
real_001_s001_2026-05-18_16-38-02-358,001,001,1,P002,wikiart_practice/practice_wikiart_002_untitled_abstract_composition_1964.jpg,14,5.99181,1779115088.351249,0.216667,36.0,-394.0,0.0,0.0,2940,1912,0.578473,0.82,0.0,0.0,pix
real_001_s001_2026-05-18_16-38-02-358,001,001,1,P002,wikiart_practice/practice_wikiart_002_untitled_abstract_composition_1964.jpg,15,6.008477,1779115088.367915,0.233333,36.0,-394.0,0.0,0.0,2940,1912,0.578473,0.82,0.0,0.0,pix
real_001_s001_2026-05-18_16-38-02-358,001,001,1,P002,wikiart_practice/practice_wikiart_002_untitled_abstract_composition_1964.jpg,16,6.025143,1779115088.384582,0.25,36.0,-394.0,0.0,0.0,2940,1912,0.578473,0.82,0.0,0.0,pix
real_001_s001_2026-05-18_16-38-02-358,001,001,1,P002,wikiart_practice/practice_wikiart_002_untitled_abstract_composition_1964.jpg,17,6.04181,1779115088.401249,0.266667,36.0,-394.0,0.0,0.0,2940,1912,0.578473,0.82,0.0,0.0,pix
real_001_s001_2026-05-18_16-38-02-358,001,001,2,P001,wikiart_practice/practice_wikiart_001_surrealistic_gouache.jpg,1,9.208462,1779115091.567908,0.0,36.0,-394.0,0.0,0.0,2940,1912,1.112116,0.82,0.0,0.0,pix
real_001_s001_2026-05-18_16-38-02-358,001,001,2,P001,wikiart_practice/practice_wikiart_001_surrealistic_gouache.jpg,2,9.225129,1779115091.584575,0.016667,36.0,-394.0,0.0,0.0,2940,1912,1.112116,0.82,0.0,0.0,pix
real_001_s001_2026-05-18_16-38-02-358,001,001,2,P001,wikiart_practice/practice_wikiart_001_surrealistic_gouache.jpg,3,9.241795,1779115091.601241,0.033333,36.0,-394.0,0.0,0.0,2940,1912,1.112116,0.82,0.0,0.0,pix
real_001_s001_2026-05-18_16-38-02-358,001,001,2,P001,wikiart_practice/practice_wikiart_001_surrealistic_gouache.jpg,4,9.258462,1779115091.617908,0.05,36.0,-394.0,0.0,0.0,2940,1912,1.112116,0.82,0.0,0.0,pix
real_001_s001_2026-05-18_16-38-02-358,001,001,2,P001,wikiart_practice/practice_wikiart_001_surrealistic_gouache.jpg,5,9.275129,1779115091.634575,0.066667,36.0,-394.0,0.0,0.0,2940,1912,1.112116,0.82,0.0,0.0,pix
real_001_s001_2026-05-18_16-38-02-358,001,001,2,P001,wikiart_practice/practice_wikiart_001_surrealistic_gouache.jpg,6,9.291795,1779115091.651241,0.083333,36.0,-394.0,0.0,0.0,2940,1912,1.112116,0.82,0.0,0.0,pix
real_001_s001_2026-05-18_16-38-02-358,001,001,2,P001,wikiart_practice/practice_wikiart_001_surrealistic_gouache.jpg,7,9.308462,1779115091.667908,0.1,36.0,-394.0,0.0,0.0,2940,1912,1.112116,0.82,0.0,0.0,pix
