run_id,participant,session,trial_index,trial_id,image_file,sample_index,sample_session_s,sample_unix_s,sample_from_image_onset_s,gaze_x_pix,gaze_y_pix,screen_width_px,screen_height_px,image_stim_width_units,image_stim_height_units,image_stim_center_x_units,image_stim_center_y_units,units
real_001_s001_2026-05-18_16-03-17-731,001,001,1,007,007.jpg,1,68.261717,1779113065.994574,0.0,198.0,22.0,2940,1912,0.555962,0.82,0.0,0.0,pix
real_001_s001_2026-05-18_16-03-17-731,001,001,1,007,007.jpg,2,68.278384,1779113066.011241,0.016667,198.0,22.0,2940,1912,0.555962,0.82,0.0,0.0,pix
real_001_s001_2026-05-18_16-03-17-731,001,001,1,007,007.jpg,3,68.29505,1779113066.027907,0.033333,198.0,22.0,2940,1912,0.555962,0.82,0.0,0.0,pix
real_001_s001_2026-05-18_16-03-17-731,001,001,1,007,007.jpg,4,68.311717,1779113066.044574,0.05,198.0,22.0,2940,1912,0.555962,0.82,0.0,0.0,pix
real_001_s001_2026-05-18_16-03-17-731,001,001,1,007,007.jpg,5,68.328384,1779113066.061241,0.066667,198.0,22.0,2940,1912,0.555962,0.82,0.0,0.0,pix
real_001_s001_2026-05-18_16-03-17-731,001,001,1,007,007.jpg,6,68.34505,1779113066.077907,0.083333,198.0,22.0,2940,1912,0.555962,0.82,0.0,0.0,pix
real_001_s001_2026-05-18_16-03-17-731,001,001,1,007,007.jpg,7,68.361717,1779113066.094574,0.1,198.0,22.0,2940,1912,0.555962,0.82,0.0,0.0,pix
real_001_s001_2026-05-18_16-03-17-731,001,001,1,007,007.jpg,8,68.378384,1779113066.111241,0.116667,198.0,22.0,2940,1912,0.555962,0.82,0.0,0.0,pix
real_001_s001_2026-05-18_16-03-17-731,001,001,1,007,007.jpg,9,68.39505,1779113066.127908,0.133333,198.0,22.0,2940,1912,0.555962,0.82,0.0,0.0,pix
real_001_s001_2026-05-18_16-03-17-731,001,001,1,007,007.jpg,10,68.411717,1779113066.144574,0.15,198.0,22.0,2940,1912,0.555962,0.82,0.0,0.0,pix
real_001_s001_2026-05-18_16-03-17-731,001,001,1,007,007.jpg,11,68.428384,1779113066.161241,0.166667,198.0,22.0,2940,1912,0.555962,0.82,0.0,0.0,pix
real_001_s001_2026-05-18_16-03-17-731,001,001,1,007,007.jpg,12,68.44505,1779113066.177907,0.183333,198.0,22.0,2940,1912,0.555962,0.82,0.0,0.0,pix
real_001_s001_2026-05-18_16-03-17-731,001,001,1,007,007.jpg,13,68.461717,1779113066.194574,0.2,198.0,22.0,2940,1912,0.555962,0.82,0.0,0.0,pix
real_001_s001_2026-05-18_16-03-17-731,001,001,1,007,007.jpg,14,68.478384,1779113066.211241,0.216667,198.0,22.0,2940,1912,0.555962,0.82,0.0,0.0,pix
real_001_s001_2026-05-18_16-03-17-731,001,001,1,007,007.jpg,15,68.49505,1779113066.227907,0.233333,198.0,22.0,2940,1912,0.555962,0.82,0.0,0.0,pix
real_001_s001_2026-05-18_16-03-17-731,001,001,1,007,007.jpg,16,68.511717,1779113066.244574,0.25,198.0,22.0,2940,1912,0.555962,0.82,0.0,0.0,pix
real_001_s001_2026-05-18_16-03-17-731,001,001,1,007,007.jpg,17,68.528384,1779113066.261241,0.266667,198.0,22.0,2940,1912,0.555962,0.82,0.0,0.0,pix
real_001_s001_2026-05-18_16-03-17-731,001,001,1,007,007.jpg,18,68.54505,1779113066.277907,0.283333,198.0,22.0,2940,1912,0.555962,0.82,0.0,0.0,pix
real_001_s001_2026-05-18_16-03-17-731,001,001,1,007,007.jpg,19,68.561717,1779113066.294574,0.3,198.0,22.0,2940,1912,0.555962,0.82,0.0,0.0,pix
real_001_s001_2026-05-18_16-03-17-731,001,001,1,007,007.jpg,20,68.578384,1779113066.311241,0.316667,198.0,22.0,2940,1912,0.555962,0.82,0.0,0.0,pix
real_001_s001_2026-05-18_16-03-17-731,001,001,1,007,007.jpg,21,68.59505,1779113066.327907,0.333333,198.0,22.0,2940,1912,0.555962,0.82,0.0,0.0,pix
real_001_s001_2026-05-18_16-03-17-731,001,001,1,007,007.jpg,22,68.611717,1779113066.344574,0.35,198.0,22.0,2940,1912,0.555962,0.82,0.0,0.0,pix
real_001_s001_2026-05-18_16-03-17-731,001,001,1,007,007.jpg,23,68.628384,1779113066.361241,0.366667,198.0,22.0,2940,1912,0.555962,0.82,0.0,0.0,pix
