run_id,participant,session,trial_index,trial_id,image_file,sample_index,sample_session_s,sample_unix_s,sample_from_image_onset_s,gaze_x_pix,gaze_y_pix,units
real_001_s001_2026-05-06_15-14-43-508,001,001,1,020,020.jpg,1,34.612366,1778073318.121244,0.0,-122.0,-258.0,pix
real_001_s001_2026-05-06_15-14-43-508,001,001,1,020,020.jpg,2,34.629033,1778073318.137911,0.016667,-122.0,-258.0,pix
real_001_s001_2026-05-06_15-14-43-508,001,001,1,020,020.jpg,3,34.6457,1778073318.154577,0.033333,-122.0,-258.0,pix
real_001_s001_2026-05-06_15-14-43-508,001,001,1,020,020.jpg,4,34.662366,1778073318.171244,0.05,-122.0,-258.0,pix
real_001_s001_2026-05-06_15-14-43-508,001,001,1,020,020.jpg,5,34.679033,1778073318.187911,0.066667,-122.0,-258.0,pix
real_001_s001_2026-05-06_15-14-43-508,001,001,1,020,020.jpg,6,34.6957,1778073318.204577,0.083333,-122.0,-258.0,pix
real_001_s001_2026-05-06_15-14-43-508,001,001,1,020,020.jpg,7,34.712366,1778073318.221244,0.1,-122.0,-258.0,pix
real_001_s001_2026-05-06_15-14-43-508,001,001,1,020,020.jpg,8,34.729033,1778073318.237911,0.116667,-122.0,-258.0,pix
real_001_s001_2026-05-06_15-14-43-508,001,001,1,020,020.jpg,9,34.7457,1778073318.254577,0.133333,-122.0,-258.0,pix
real_001_s001_2026-05-06_15-14-43-508,001,001,1,020,020.jpg,10,34.762366,1778073318.271244,0.15,-122.0,-258.0,pix
real_001_s001_2026-05-06_15-14-43-508,001,001,1,020,020.jpg,11,34.779033,1778073318.287911,0.166667,-122.0,-258.0,pix
real_001_s001_2026-05-06_15-14-43-508,001,001,1,020,020.jpg,12,34.7957,1778073318.304577,0.183333,-122.0,-258.0,pix
real_001_s001_2026-05-06_15-14-43-508,001,001,1,020,020.jpg,13,34.812366,1778073318.321244,0.2,-122.0,-258.0,pix
real_001_s001_2026-05-06_15-14-43-508,001,001,1,020,020.jpg,14,34.829033,1778073318.337911,0.216667,-122.0,-258.0,pix
real_001_s001_2026-05-06_15-14-43-508,001,001,1,020,020.jpg,15,34.8457,1778073318.354577,0.233333,-122.0,-258.0,pix
real_001_s001_2026-05-06_15-14-43-508,001,001,1,020,020.jpg,16,34.862366,1778073318.371244,0.25,-122.0,-258.0,pix
real_001_s001_2026-05-06_15-14-43-508,001,001,1,020,020.jpg,17,34.879033,1778073318.387911,0.266667,-122.0,-258.0,pix
real_001_s001_2026-05-06_15-14-43-508,001,001,1,020,020.jpg,18,34.8957,1778073318.404577,0.283333,-122.0,-258.0,pix
