run_id,participant,session,trial_index,trial_id,image_file,sample_index,sample_session_s,sample_unix_s,sample_from_image_onset_s,gaze_x_pix,gaze_y_pix,screen_width_px,screen_height_px,image_stim_width_units,image_stim_height_units,image_stim_center_x_units,image_stim_center_y_units,units
real_001_s001_2026-05-18_15-45-23-940,001,001,1,P002,P002.ppm,1,5.944922,1779111929.886867,0.0,-62.0,-550.0,2940,1912,0.82,0.82,0.0,0.0,pix
real_001_s001_2026-05-18_15-45-23-940,001,001,1,P002,P002.ppm,2,5.961589,1779111929.903534,0.016667,-62.0,-550.0,2940,1912,0.82,0.82,0.0,0.0,pix
real_001_s001_2026-05-18_15-45-23-940,001,001,1,P002,P002.ppm,3,5.978256,1779111929.9202,0.033333,-62.0,-550.0,2940,1912,0.82,0.82,0.0,0.0,pix
real_001_s001_2026-05-18_15-45-23-940,001,001,1,P002,P002.ppm,4,5.994922,1779111929.936867,0.05,-62.0,-550.0,2940,1912,0.82,0.82,0.0,0.0,pix
real_001_s001_2026-05-18_15-45-23-940,001,001,1,P002,P002.ppm,5,6.011589,1779111929.953534,0.066667,-62.0,-550.0,2940,1912,0.82,0.82,0.0,0.0,pix
real_001_s001_2026-05-18_15-45-23-940,001,001,1,P002,P002.ppm,6,6.028256,1779111929.9702,0.083333,-62.0,-550.0,2940,1912,0.82,0.82,0.0,0.0,pix
real_001_s001_2026-05-18_15-45-23-940,001,001,1,P002,P002.ppm,7,6.044922,1779111929.986867,0.1,-62.0,-550.0,2940,1912,0.82,0.82,0.0,0.0,pix
real_001_s001_2026-05-18_15-45-23-940,001,001,1,P002,P002.ppm,8,6.061589,1779111930.003534,0.116667,-62.0,-550.0,2940,1912,0.82,0.82,0.0,0.0,pix
real_001_s001_2026-05-18_15-45-23-940,001,001,1,P002,P002.ppm,9,6.078256,1779111930.0202,0.133333,-62.0,-550.0,2940,1912,0.82,0.82,0.0,0.0,pix
real_001_s001_2026-05-18_15-45-23-940,001,001,1,P002,P002.ppm,10,6.094922,1779111930.036867,0.15,-62.0,-550.0,2940,1912,0.82,0.82,0.0,0.0,pix
real_001_s001_2026-05-18_15-45-23-940,001,001,1,P002,P002.ppm,11,6.111589,1779111930.053534,0.166667,-62.0,-550.0,2940,1912,0.82,0.82,0.0,0.0,pix
real_001_s001_2026-05-18_15-45-23-940,001,001,1,P002,P002.ppm,12,6.128256,1779111930.0702,0.183333,-62.0,-550.0,2940,1912,0.82,0.82,0.0,0.0,pix
real_001_s001_2026-05-18_15-45-23-940,001,001,1,P002,P002.ppm,13,6.144922,1779111930.086867,0.2,-62.0,-550.0,2940,1912,0.82,0.82,0.0,0.0,pix
real_001_s001_2026-05-18_15-45-23-940,001,001,1,P002,P002.ppm,14,6.161589,1779111930.103534,0.216667,-62.0,-550.0,2940,1912,0.82,0.82,0.0,0.0,pix
real_001_s001_2026-05-18_15-45-23-940,001,001,1,P002,P002.ppm,15,6.178256,1779111930.1202,0.233333,-62.0,-550.0,2940,1912,0.82,0.82,0.0,0.0,pix
real_001_s001_2026-05-18_15-45-23-940,001,001,1,P002,P002.ppm,16,6.194922,1779111930.136867,0.25,-62.0,-550.0,2940,1912,0.82,0.82,0.0,0.0,pix
real_001_s001_2026-05-18_15-45-23-940,001,001,1,P002,P002.ppm,17,6.211589,1779111930.153534,0.266667,-62.0,-550.0,2940,1912,0.82,0.82,0.0,0.0,pix
real_001_s001_2026-05-18_15-45-23-940,001,001,1,P002,P002.ppm,18,6.228256,1779111930.1702,0.283333,-62.0,-550.0,2940,1912,0.82,0.82,0.0,0.0,pix
real_001_s001_2026-05-18_15-45-23-940,001,001,1,P002,P002.ppm,19,6.244922,1779111930.186867,0.3,-62.0,-550.0,2940,1912,0.82,0.82,0.0,0.0,pix
real_001_s001_2026-05-18_15-45-23-940,001,001,1,P002,P002.ppm,20,6.261589,1779111930.203534,0.316667,-62.0,-550.0,2940,1912,0.82,0.82,0.0,0.0,pix
real_001_s001_2026-05-18_15-45-23-940,001,001,1,P002,P002.ppm,21,6.278256,1779111930.2202,0.333333,-62.0,-550.0,2940,1912,0.82,0.82,0.0,0.0,pix
real_001_s001_2026-05-18_15-45-23-940,001,001,1,P002,P002.ppm,22,6.294922,1779111930.236867,0.35,-62.0,-550.0,2940,1912,0.82,0.82,0.0,0.0,pix
real_001_s001_2026-05-18_15-45-23-940,001,001,1,P002,P002.ppm,23,6.311589,1779111930.253534,0.366667,-62.0,-550.0,2940,1912,0.82,0.82,0.0,0.0,pix
real_001_s001_2026-05-18_15-45-23-940,001,001,1,P002,P002.ppm,24,6.328256,1779111930.2702,0.383333,-62.0,-550.0,2940,1912,0.82,0.82,0.0,0.0,pix
real_001_s001_2026-05-18_15-45-23-940,001,001,1,P002,P002.ppm,25,6.344922,1779111930.286867,0.4,-62.0,-550.0,2940,1912,0.82,0.82,0.0,0.0,pix
real_001_s001_2026-05-18_15-45-23-940,001,001,1,P002,P002.ppm,26,6.361589,1779111930.303534,0.416667,-62.0,-550.0,2940,1912,0.82,0.82,0.0,0.0,pix
real_001_s001_2026-05-18_15-45-23-940,001,001,1,P002,P002.ppm,27,6.378256,1779111930.3202,0.433333,-62.0,-550.0,2940,1912,0.82,0.82,0.0,0.0,pix
real_001_s001_2026-05-18_15-45-23-940,001,001,1,P002,P002.ppm,28,6.394922,1779111930.336867,0.45,-62.0,-550.0,2940,1912,0.82,0.82,0.0,0.0,pix
real_001_s001_2026-05-18_15-45-23-940,001,001,1,P002,P002.ppm,29,6.411589,1779111930.353534,0.466667,-62.0,-550.0,2940,1912,0.82,0.82,0.0,0.0,pix
real_001_s001_2026-05-18_15-45-23-940,001,001,1,P002,P002.ppm,30,6.428256,1779111930.3702,0.483333,-62.0,-550.0,2940,1912,0.82,0.82,0.0,0.0,pix
real_001_s001_2026-05-18_15-45-23-940,001,001,1,P002,P002.ppm,31,6.444922,1779111930.386867,0.5,-62.0,-550.0,2940,1912,0.82,0.82,0.0,0.0,pix
real_001_s001_2026-05-18_15-45-23-940,001,001,1,P002,P002.ppm,32,6.461589,1779111930.403534,0.516667,-62.0,-550.0,2940,1912,0.82,0.82,0.0,0.0,pix
real_001_s001_2026-05-18_15-45-23-940,001,001,1,P002,P002.ppm,33,6.478256,1779111930.4202,0.533333,-62.0,-550.0,2940,1912,0.82,0.82,0.0,0.0,pix
real_001_s001_2026-05-18_15-45-23-940,001,001,1,P002,P002.ppm,34,6.494922,1779111930.436867,0.55,-62.0,-550.0,2940,1912,0.82,0.82,0.0,0.0,pix
real_001_s001_2026-05-18_15-45-23-940,001,001,1,P002,P002.ppm,35,6.511589,1779111930.453534,0.566667,-62.0,-550.0,2940,1912,0.82,0.82,0.0,0.0,pix
real_001_s001_2026-05-18_15-45-23-940,001,001,1,P002,P002.ppm,36,6.528256,1779111930.4702,0.583333,-62.0,-550.0,2940,1912,0.82,0.82,0.0,0.0,pix
real_001_s001_2026-05-18_15-45-23-940,001,001,1,P002,P002.ppm,37,6.544922,1779111930.486867,0.6,-62.0,-550.0,2940,1912,0.82,0.82,0.0,0.0,pix
real_001_s001_2026-05-18_15-45-23-940,001,001,1,P002,P002.ppm,38,6.561589,1779111930.503534,0.616667,-62.0,-550.0,2940,1912,0.82,0.82,0.0,0.0,pix
real_001_s001_2026-05-18_15-45-23-940,001,001,1,P002,P002.ppm,39,6.578256,1779111930.5202,0.633333,-62.0,-550.0,2940,1912,0.82,0.82,0.0,0.0,pix
real_001_s001_2026-05-18_15-45-23-940,001,001,1,P002,P002.ppm,40,6.594922,1779111930.536867,0.65,-62.0,-550.0,2940,1912,0.82,0.82,0.0,0.0,pix
real_001_s001_2026-05-18_15-45-23-940,001,001,1,P002,P002.ppm,41,6.611589,1779111930.553534,0.666667,-62.0,-550.0,2940,1912,0.82,0.82,0.0,0.0,pix
real_001_s001_2026-05-18_15-45-23-940,001,001,1,P002,P002.ppm,42,6.628256,1779111930.5702,0.683333,-62.0,-550.0,2940,1912,0.82,0.82,0.0,0.0,pix
real_001_s001_2026-05-18_15-45-23-940,001,001,1,P002,P002.ppm,43,6.644922,1779111930.586867,0.7,-62.0,-550.0,2940,1912,0.82,0.82,0.0,0.0,pix
real_001_s001_2026-05-18_15-45-23-940,001,001,1,P002,P002.ppm,44,6.661589,1779111930.603534,0.716667,-62.0,-550.0,2940,1912,0.82,0.82,0.0,0.0,pix
