run_id,participant,session,trial_index,trial_id,image_file,sample_index,sample_session_s,sample_unix_s,sample_from_image_onset_s,gaze_x_pix,gaze_y_pix,gaze_movement_px,gaze_movement_cumulative_px,screen_width_px,screen_height_px,image_stim_width_units,image_stim_height_units,image_stim_center_x_units,image_stim_center_y_units,units
real_001_s001_2026-05-18_21-28-44-498,001,001,1,P001,wikiart_practice/practice_wikiart_001_surrealistic_gouache.jpg,1,13.714539,1779132538.214356,0.0,222.0,12.0,0.0,0.0,2940,1912,1.112116,0.82,0.0,0.0,pix
real_001_s001_2026-05-18_21-28-44-498,001,001,1,P001,wikiart_practice/practice_wikiart_001_surrealistic_gouache.jpg,2,13.731206,1779132538.231023,0.016667,222.0,12.0,0.0,0.0,2940,1912,1.112116,0.82,0.0,0.0,pix
real_001_s001_2026-05-18_21-28-44-498,001,001,1,P001,wikiart_practice/practice_wikiart_001_surrealistic_gouache.jpg,3,13.747872,1779132538.247689,0.033333,222.0,12.0,0.0,0.0,2940,1912,1.112116,0.82,0.0,0.0,pix
real_001_s001_2026-05-18_21-28-44-498,001,001,1,P001,wikiart_practice/practice_wikiart_001_surrealistic_gouache.jpg,4,13.764539,1779132538.264356,0.05,222.0,12.0,0.0,0.0,2940,1912,1.112116,0.82,0.0,0.0,pix
real_001_s001_2026-05-18_21-28-44-498,001,001,1,P001,wikiart_practice/practice_wikiart_001_surrealistic_gouache.jpg,5,13.781206,1779132538.281023,0.066667,222.0,12.0,0.0,0.0,2940,1912,1.112116,0.82,0.0,0.0,pix
real_001_s001_2026-05-18_21-28-44-498,001,001,1,P001,wikiart_practice/practice_wikiart_001_surrealistic_gouache.jpg,6,13.797872,1779132538.297689,0.083333,222.0,12.0,0.0,0.0,2940,1912,1.112116,0.82,0.0,0.0,pix
real_001_s001_2026-05-18_21-28-44-498,001,001,1,P001,wikiart_practice/practice_wikiart_001_surrealistic_gouache.jpg,7,13.814539,1779132538.314356,0.1,222.0,12.0,0.0,0.0,2940,1912,1.112116,0.82,0.0,0.0,pix
real_001_s001_2026-05-18_21-28-44-498,001,001,1,P001,wikiart_practice/practice_wikiart_001_surrealistic_gouache.jpg,8,13.831206,1779132538.331023,0.116667,222.0,12.0,0.0,0.0,2940,1912,1.112116,0.82,0.0,0.0,pix
real_001_s001_2026-05-18_21-28-44-498,001,001,1,P001,wikiart_practice/practice_wikiart_001_surrealistic_gouache.jpg,9,13.847872,1779132538.347689,0.133333,222.0,12.0,0.0,0.0,2940,1912,1.112116,0.82,0.0,0.0,pix
real_001_s001_2026-05-18_21-28-44-498,001,001,1,P001,wikiart_practice/practice_wikiart_001_surrealistic_gouache.jpg,10,13.864539,1779132538.364356,0.15,222.0,12.0,0.0,0.0,2940,1912,1.112116,0.82,0.0,0.0,pix
real_001_s001_2026-05-18_21-28-44-498,001,001,1,P001,wikiart_practice/practice_wikiart_001_surrealistic_gouache.jpg,11,13.881206,1779132538.381023,0.166667,222.0,12.0,0.0,0.0,2940,1912,1.112116,0.82,0.0,0.0,pix
