run_id,participant,session,trial_index,trial_id,image_file,sample_index,sample_session_s,sample_unix_s,sample_from_image_onset_s,gaze_x_pix,gaze_y_pix,units
real_002_s001_2026-05-06_15-30-39-896,002,001,1,071,071.jpg,1,55.038231,1778074294.935575,0.0,-36.0,-238.0,pix
real_002_s001_2026-05-06_15-30-39-896,002,001,1,071,071.jpg,2,55.054898,1778074294.952242,0.016667,-16.138,-236.719,pix
real_002_s001_2026-05-06_15-30-39-896,002,001,1,071,071.jpg,3,55.071565,1778074294.968908,0.033333,-5.0,-236.0,pix
real_002_s001_2026-05-06_15-30-39-896,002,001,1,071,071.jpg,4,55.088231,1778074294.985575,0.05,-5.0,-236.0,pix
real_002_s001_2026-05-06_15-30-39-896,002,001,1,071,071.jpg,5,55.104898,1778074295.002242,0.066667,-2.329,-235.666,pix
real_002_s001_2026-05-06_15-30-39-896,002,001,1,071,071.jpg,6,55.121565,1778074295.018908,0.083333,11.0,-234.0,pix
real_002_s001_2026-05-06_15-30-39-896,002,001,1,071,071.jpg,7,55.138231,1778074295.035575,0.1,13.852,-232.574,pix
real_002_s001_2026-05-06_15-30-39-896,002,001,1,071,071.jpg,8,55.154898,1778074295.052242,0.116667,27.558,-222.28,pix
real_002_s001_2026-05-06_15-30-39-896,002,001,1,071,071.jpg,9,55.171565,1778074295.068908,0.133333,30.0,-206.0,pix
real_002_s001_2026-05-06_15-30-39-896,002,001,1,071,071.jpg,10,55.188231,1778074295.085575,0.15,29.026,-201.615,pix
real_002_s001_2026-05-06_15-30-39-896,002,001,1,071,071.jpg,11,55.204898,1778074295.102242,0.166667,22.3,-173.049,pix
real_002_s001_2026-05-06_15-30-39-896,002,001,1,071,071.jpg,12,55.221565,1778074295.118908,0.183333,14.0,-144.0,pix
real_002_s001_2026-05-06_15-30-39-896,002,001,1,071,071.jpg,13,55.238231,1778074295.135575,0.2,14.0,-144.0,pix
real_002_s001_2026-05-06_15-30-39-896,002,001,1,071,071.jpg,14,55.254898,1778074295.152242,0.216667,11.996,-138.452,pix
real_002_s001_2026-05-06_15-30-39-896,002,001,1,071,071.jpg,15,55.271565,1778074295.168908,0.233333,1.0,-108.0,pix
real_002_s001_2026-05-06_15-30-39-896,002,001,1,071,071.jpg,16,55.288231,1778074295.185575,0.25,-0.697,-102.754,pix
real_002_s001_2026-05-06_15-30-39-896,002,001,1,071,071.jpg,17,55.304898,1778074295.202242,0.266667,-11.162,-70.804,pix
real_002_s001_2026-05-06_15-30-39-896,002,001,1,071,071.jpg,18,55.321565,1778074295.218908,0.283333,-18.0,-52.0,pix
real_002_s001_2026-05-06_15-30-39-896,002,001,1,071,071.jpg,19,55.338231,1778074295.235575,0.3,-18.946,-49.35,pix
real_002_s001_2026-05-06_15-30-39-896,002,001,1,071,071.jpg,20,55.354898,1778074295.252242,0.316667,-23.0,-38.0,pix
