run_id,participant,session,trial_index,trial_id,image_file,sample_index,sample_session_s,sample_unix_s,sample_from_image_onset_s,gaze_x_pix,gaze_y_pix,gaze_movement_px,gaze_movement_cumulative_px,screen_width_px,screen_height_px,image_stim_width_units,image_stim_height_units,image_stim_center_x_units,image_stim_center_y_units,units
real_001_s001_2026-05-18_16-36-57-938,001,001,1,P001,wikiart_practice/practice_wikiart_001_surrealistic_gouache.jpg,1,6.345733,1779115024.284916,0.0,-136.0,242.0,0.0,0.0,2940,1912,1.112116,0.82,0.0,0.0,pix
real_001_s001_2026-05-18_16-36-57-938,001,001,1,P001,wikiart_practice/practice_wikiart_001_surrealistic_gouache.jpg,2,6.3624,1779115024.301583,0.016667,-136.0,242.0,0.0,0.0,2940,1912,1.112116,0.82,0.0,0.0,pix
real_001_s001_2026-05-18_16-36-57-938,001,001,1,P001,wikiart_practice/practice_wikiart_001_surrealistic_gouache.jpg,3,6.379067,1779115024.318249,0.033333,-136.0,242.0,0.0,0.0,2940,1912,1.112116,0.82,0.0,0.0,pix
real_001_s001_2026-05-18_16-36-57-938,001,001,1,P001,wikiart_practice/practice_wikiart_001_surrealistic_gouache.jpg,4,6.395733,1779115024.334916,0.05,-136.0,242.0,0.0,0.0,2940,1912,1.112116,0.82,0.0,0.0,pix
real_001_s001_2026-05-18_16-36-57-938,001,001,1,P001,wikiart_practice/practice_wikiart_001_surrealistic_gouache.jpg,5,6.4124,1779115024.351583,0.066667,-136.0,242.0,0.0,0.0,2940,1912,1.112116,0.82,0.0,0.0,pix
real_001_s001_2026-05-18_16-36-57-938,001,001,1,P001,wikiart_practice/practice_wikiart_001_surrealistic_gouache.jpg,6,6.429067,1779115024.368249,0.083333,-136.0,242.0,0.0,0.0,2940,1912,1.112116,0.82,0.0,0.0,pix
real_001_s001_2026-05-18_16-36-57-938,001,001,1,P001,wikiart_practice/practice_wikiart_001_surrealistic_gouache.jpg,7,6.445733,1779115024.384916,0.1,-136.0,242.0,0.0,0.0,2940,1912,1.112116,0.82,0.0,0.0,pix
real_001_s001_2026-05-18_16-36-57-938,001,001,1,P001,wikiart_practice/practice_wikiart_001_surrealistic_gouache.jpg,8,6.4624,1779115024.401582,0.116667,-136.0,242.0,0.0,0.0,2940,1912,1.112116,0.82,0.0,0.0,pix
real_001_s001_2026-05-18_16-36-57-938,001,001,1,P001,wikiart_practice/practice_wikiart_001_surrealistic_gouache.jpg,9,6.479067,1779115024.418249,0.133333,-136.0,242.0,0.0,0.0,2940,1912,1.112116,0.82,0.0,0.0,pix
real_001_s001_2026-05-18_16-36-57-938,001,001,1,P001,wikiart_practice/practice_wikiart_001_surrealistic_gouache.jpg,10,6.495733,1779115024.434916,0.15,-136.0,242.0,0.0,0.0,2940,1912,1.112116,0.82,0.0,0.0,pix
real_001_s001_2026-05-18_16-36-57-938,001,001,1,P001,wikiart_practice/practice_wikiart_001_surrealistic_gouache.jpg,11,6.5124,1779115024.451583,0.166667,-136.0,242.0,0.0,0.0,2940,1912,1.112116,0.82,0.0,0.0,pix
real_001_s001_2026-05-18_16-36-57-938,001,001,1,P001,wikiart_practice/practice_wikiart_001_surrealistic_gouache.jpg,12,6.529067,1779115024.468249,0.183333,-136.0,242.0,0.0,0.0,2940,1912,1.112116,0.82,0.0,0.0,pix
real_001_s001_2026-05-18_16-36-57-938,001,001,1,P001,wikiart_practice/practice_wikiart_001_surrealistic_gouache.jpg,13,6.545733,1779115024.484916,0.2,-136.0,242.0,0.0,0.0,2940,1912,1.112116,0.82,0.0,0.0,pix
real_001_s001_2026-05-18_16-36-57-938,001,001,1,P001,wikiart_practice/practice_wikiart_001_surrealistic_gouache.jpg,14,6.5624,1779115024.501583,0.216667,-136.0,242.0,0.0,0.0,2940,1912,1.112116,0.82,0.0,0.0,pix
real_001_s001_2026-05-18_16-36-57-938,001,001,1,P001,wikiart_practice/practice_wikiart_001_surrealistic_gouache.jpg,15,6.579067,1779115024.518249,0.233333,-136.0,242.0,0.0,0.0,2940,1912,1.112116,0.82,0.0,0.0,pix
real_001_s001_2026-05-18_16-36-57-938,001,001,1,P001,wikiart_practice/practice_wikiart_001_surrealistic_gouache.jpg,16,6.595733,1779115024.534916,0.25,-136.0,242.0,0.0,0.0,2940,1912,1.112116,0.82,0.0,0.0,pix
real_001_s001_2026-05-18_16-36-57-938,001,001,1,P001,wikiart_practice/practice_wikiart_001_surrealistic_gouache.jpg,17,6.6124,1779115024.551583,0.266667,-136.0,242.0,0.0,0.0,2940,1912,1.112116,0.82,0.0,0.0,pix
real_001_s001_2026-05-18_16-36-57-938,001,001,1,P001,wikiart_practice/practice_wikiart_001_surrealistic_gouache.jpg,18,6.629067,1779115024.568249,0.283333,-136.0,242.0,0.0,0.0,2940,1912,1.112116,0.82,0.0,0.0,pix
real_001_s001_2026-05-18_16-36-57-938,001,001,1,P001,wikiart_practice/practice_wikiart_001_surrealistic_gouache.jpg,19,6.645733,1779115024.584916,0.3,-136.0,242.0,0.0,0.0,2940,1912,1.112116,0.82,0.0,0.0,pix
