filename,score,row_idx,group,title,artist,url_slug,genres,styles,tags,width,height
candidate_001_expressionism_fleurs_a_still_life_with_flowers_1926.jpg,21.456,7112,expressionism,Fleurs: a still life with flowers,Constant Permeke,fleurs-a-still-life-with-flowers-1926,flower painting,Expressionism,Still life photography; Flower; Plant; Cut flowers; Garden roses,388,512
candidate_002_surrealism_datura_flowers_1957.jpg,20.9,51972,surrealism,Datura Flowers,Graham Sutherland,datura-flowers-1957,figurative; flower painting,Expressionism,Plant,488,600
candidate_003_expressionism_carnation_in_a_blue_vase_1993.jpg,18.829,6588,expressionism,Carnation in a Blue Vase,Maria Bozoky,carnation-in-a-blue-vase-1993,still life; flower painting,Expressionism,flowers-and-plants; Still life photography; Pink,439,600
candidate_004_symbolism_asters_in_a_vase_1875.jpg,17.99,57071,symbolism,Asters in a Vase,Henri Fantin-Latour,asters-in-a-vase-1875,flower painting,Realism,Flower; Bouquet; Cut flowers; Still life photography; Plant; Flowerpot; Flower Arranging; Flowering plant,600,582
candidate_005_symbolism_autumn_flowers_1861.jpg,17.9,57073,symbolism,Autumn Flowers,Henri Fantin-Latour,autumn-flowers-1861,flower painting,Realism,Still life photography; Flower; Bouquet; Plant,476,600
candidate_006_symbolism_bouquet_of_flowers_1860.jpg,17.32,57086,symbolism,Bouquet of Flowers,Henri Fantin-Latour,bouquet-of-flowers-1860,flower painting,Realism,Bouquet; Still life photography; Flower; Cut flowers; Plant; Floristry; Flower Arranging,465,600
candidate_007_impressionism_vase_d_anemones_citrons_et_panier_sur_la_table.jpg,17.225,12497,impressionism,"Vase d'anemones, citrons et panier sur la table",Andre Dunoyer de Segonzac,vase-d-anemones-citrons-et-panier-sur-la-table,still life,Post-Impressionism,Flowerpot; Flower; Plant; Still life photography,570,417
candidate_008_surrealism_apples_and_scales_1957.jpg,17.1,51958,surrealism,Apples and Scales,Graham Sutherland,apples-and-scales-1957,still life,Expressionism; Neo-Romanticism,Leaf; Botany; Plant; Flower,390,600
candidate_009_symbolism_asters_and_fruit_on_a_table_1868.jpg,17.1,57070,symbolism,Asters and Fruit on a Table,Henri Fantin-Latour,asters-and-fruit-on-a-table-1868,still life,Realism,Still life photography; Cut flowers; Plant; Bouquet; Flower,600,600
candidate_010_symbolism_still_life_with_carnations_1925.jpg,16.9,55807,symbolism,Still Life with Carnations,Cuno Amiet,still-life-with-carnations-1925,flower painting,Expressionism,Botany; Plant; Flower,425,512
candidate_011_symbolism_broom_and_other_spring_flowers_in_a_vase_1882.jpg,16.85,57096,symbolism,Broom and Other Spring Flowers in a Vase,Henri Fantin-Latour,broom-and-other-spring-flowers-in-a-vase-1882,flower painting,Realism,Still life photography; Plant; Flower; Tree; Brown; Botany,453,600
candidate_012_symbolism_portrait_of_a_woman_1899.jpg,16.6,56843,symbolism,Portrait of a Woman,Gustav Klimt,portrait-of-a-woman-1899,portrait,Symbolism,female-portraits; Face; Head; Human; Eye,463,600
candidate_013_symbolism_bouquet_of_flowers_pansies_1883.jpg,16.59,57087,symbolism,Bouquet of Flowers Pansies,Henri Fantin-Latour,bouquet-of-flowers-pansies-1883,flower painting,Realism,Bouquet; Still life photography; Flower; Cut flowers; Floral design; Plant; Floristry; Flower Arranging,700,600
candidate_014_impressionism_pipkin_with_flowers.jpg,16.414,11885,impressionism,Pipkin with Flowers,Adam Baltatu,pipkin-with-flowers,flower painting,Impressionism,Flower; Bouquet; Still life photography; Cut flowers; Plant; Flowerpot; Botany,434,600
candidate_015_impressionism_pipkin_with_field_flowers.jpg,16.414,11884,impressionism,Pipkin with Field Flowers,Adam Baltatu,pipkin-with-field-flowers,flower painting,Impressionism,Still life photography; Bouquet; Flower; Plant; Chrysanths; Flowerpot; Cut flowers,441,556
candidate_016_surrealism_bird_over_sand_1975.jpg,16.3,51961,surrealism,Bird over Sand,Graham Sutherland,bird-over-sand-1975,figurative; animal painting,Expressionism; Surrealism,Bird,550,600
candidate_017_symbolism_what_are_flowers_saing_1893.jpg,16.3,56267,symbolism,What the Flowers Say,Ferdinand Hodler,what-are-flowers-saing-1893,symbolic painting,Art Nouveau (Modern); Symbolism,allegories-and-symbols; lonely figures,295,600
candidate_018_expressionism_primitive_heads_1924.jpg,16.157,7131,expressionism,Primitive heads,Constant Permeke,primitive-heads-1924,still life,Expressionism,Head; Headgear,447,570
candidate_019_surrealism_surrealistic_gouache.jpg,16.1,51953,surrealism,Surrealistic Gouache,Grace Pailthorpe,surrealistic-gouache,figurative; abstract,Surrealism; Abstract Art,Orange,750,553
candidate_020_surrealism_vuelo_de_medianoche_1936.jpg,16.1,51955,surrealism,Vuelo De Medianoche,Grace Pailthorpe,vuelo-de-medianoche-1936,figurative; abstract,Surrealism,Sea snail; Cephalopod,750,591
candidate_021_symbolism_bouquet_of_peonies_and_iris_1884.jpg,16.05,57089,symbolism,Bouquet of Peonies and Iris,Henri Fantin-Latour,bouquet-of-peonies-and-iris-1884,flower painting,Realism,Still life photography; Flower; Bouquet; Plant; Cut flowers; Flowering plant,483,600
candidate_022_expressionism_flowers_and_fish_1919.jpg,15.949,6982,expressionism,Flowers and Fish,Chaim Soutine,flowers-and-fish-1919,still life,Expressionism,flowers-and-plants; food-and-beverages,459,600
candidate_023_surrealism_william_maxwell_aitken_1st_baron_beaverbrook_1952.jpg,15.8,52065,surrealism,"William Maxwell Aitken, 1st Baron Beaverbrook",Graham Sutherland,william-maxwell-aitken-1st-baron-beaverbrook-1952,portrait,Expressionism,Face; Forehead; Head; Chin,465,600
candidate_024_symbolism_basket_of_flowers_1892.jpg,15.72,57076,symbolism,Basket of Flowers,Henri Fantin-Latour,basket-of-flowers-1892,flower painting,Realism,Still life photography; Bouquet; Garden roses; Cut flowers; Flower; Plant; Floristry,750,579
candidate_025_surrealism_head_ii_1951.jpg,15.6,51996,surrealism,Head II,Graham Sutherland,head-ii-1951,figurative,Expressionism; Surrealism,,504,600
candidate_026_surrealism_thorn_head_1947.jpg,15.6,52051,surrealism,Thorn Head,Graham Sutherland,thorn-head-1947,figurative,Expressionism; Surrealism,,584,600
candidate_027_impressionism_nature_morte_de_fleurs_et_fruits.jpg,15.574,12482,impressionism,Nature morte de fleurs et fruits,Andre Dunoyer de Segonzac,nature-morte-de-fleurs-et-fruits,still life,Impressionism,Still life photography; Flower; Bouquet; Plant; Cut flowers; Flowerpot,512,375
candidate_028_expressionism_untitled.jpg,15.542,6435,expressionism,Untitled,August Macke,untitled,still life,Expressionism,flowers-and-plants; Still life photography; Flower; Bouquet; Flowerpot; Plant; Vase,427,600
candidate_029_surrealism_dahlia_1945.jpg,15.5,51214,surrealism,Dahlia,Edward Wadsworth,dahlia-1945,flower painting,Abstract Art; Surrealism,Flower; Plant,624,520
candidate_030_surrealism_trois_masques_1933.jpg,15.5,51575,surrealism,Trois Masques,Felix Labisse,trois-masques-1933,symbolic painting,Surrealism,Face; Head; Nose,580,442
candidate_031_surrealism_guide_rose_huit_jours_tr_baumec.jpg,15.5,51837,surrealism,Guide Rose: Huit jours à Trébaumec,Georges Hugnet,guide-rose-huit-jours-tr-baumec,figurative,Dada; Surrealism,Leg; Arm; Joint; Human; Human body,327,448
candidate_032_surrealism_le_gulzipian_from_la_vie_amoureuse_des_spumif_res_1948.jpg,15.5,51849,surrealism,Le Gulzipian (from La Vie Amoureuse des Spumifères),Georges Hugnet,le-gulzipian-from-la-vie-amoureuse-des-spumif-res-1948,figurative,Dada; Surrealism,Male; Human; Human body; Organism,317,500
candidate_033_symbolism_my_heart_cries_for_the_past_1889.jpg,15.5,56321,symbolism,My Heart Cries for the Past,Fernand Khnopff,my-heart-cries-for-the-past-1889,symbolic painting,Art Nouveau (Modern); Symbolism,Nose; Cheek; Head; Forehead; Eye,498,600
